name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,windspeed,winddir,sealevelpressure,solarradiation
Ahmedabad,01-01-2012,26.1,11.1,19.2,26.1,11.1,19.2,6.8,45.6,0,17.3,342.6,1013.4,178.2
Ahmedabad,02-01-2012,26.1,10.5,18.8,26.1,10.5,18.8,10,58.7,0,16.2,35.8,1014.2,176.5
Ahmedabad,03-01-2012,27.1,11.9,19.8,26.6,11.9,19.8,11.1,60.1,0,14.8,55.6,1013.5,187.9
Ahmedabad,04-01-2012,29.1,12.5,20.8,27.5,12.5,20.6,7.9,49,0,11.2,356.2,1012.4,189.7
Ahmedabad,05-01-2012,29.1,14.1,21.7,27.8,14.1,21.4,11.1,54.2,0,11.2,13.3,1014.1,186.6
Ahmedabad,06-01-2012,28.1,15,21.9,27.9,15,21.9,14.9,67,0,11.2,305.9,1014.3,183
Ahmedabad,07-01-2012,28.1,15.1,20.9,26.6,15.1,20.7,6.3,45.7,0,12.6,324.4,1015.7,197.3
Ahmedabad,08-01-2012,26.1,10.1,18.3,26.1,10.1,18.3,3.2,40.2,0,18.4,27.6,1017,205.8
Ahmedabad,09-01-2012,25.1,7.7,17.1,25.1,5.5,17.1,3.1,42.5,0,14.8,37,1017,203.4
Ahmedabad,10-01-2012,25.1,9.1,17.2,25.1,7.2,17.1,5.8,49.5,0,14.8,54.9,1017.3,198.1
Ahmedabad,11-01-2012,26.1,10.5,18.8,26.1,10.5,18.8,4.8,43.2,0,16.6,64.7,1018.1,201.9
Ahmedabad,12-01-2012,28,11.3,18.9,26.6,11.3,18.9,4.5,42,0,16.2,62.4,1017.8,200.8
Ahmedabad,13-01-2012,27.1,10.1,19.5,26.4,10.1,19.3,3.8,38.7,0,20.5,67.9,1017.1,205.3
Ahmedabad,14-01-2012,29.1,11.1,19.9,27.5,11.1,19.7,4.2,38,0,11.9,86.4,1014.6,208.2
Ahmedabad,15-01-2012,30.1,12.1,20.6,28.3,12.1,20.2,8,50.3,0,10.8,272.5,1012.2,205.5
Ahmedabad,16-01-2012,29.1,14.1,22.4,29.5,14.1,22.6,16.2,69.1,0,11.9,269.7,1010.3,201.9
Ahmedabad,17-01-2012,27.1,17.1,22.4,26.2,17.1,22.3,9.5,51.1,0,14.8,298.2,1009.7,212
Ahmedabad,18-01-2012,25.1,10.1,17.9,25.1,10.1,17.9,3.5,44.7,0,11.2,332.5,1010,215.6
Ahmedabad,19-01-2012,25.1,9.1,17.2,25.1,9.1,17.2,3.5,45.3,0,11.2,56.1,1011,209.7
Ahmedabad,20-01-2012,25.1,10.5,18,25.1,10.5,18,3.8,42.4,0,16.6,69.4,1013.9,213.2
Ahmedabad,21-01-2012,25.1,9.3,18.6,25.1,7.3,18.5,1.6,35.4,0,22.3,68,1013.9,214.6
Ahmedabad,22-01-2012,29.1,11.2,20.5,27.7,11.2,20.3,4.6,36.9,0,16.6,64,1012.8,208.2
Ahmedabad,23-01-2012,28.1,15.1,21.5,26.9,15.1,21.3,8,46,0,13,20.9,1014.3,208.9
Ahmedabad,24-01-2012,29.1,13.1,21.4,27.5,13.1,21.1,6.4,41,0,14.8,47.1,1013,215.3
Ahmedabad,25-01-2012,30.1,12.7,22.6,28.3,12.7,22.2,8.4,43.5,0,11.2,34.3,1012.2,211.9
Ahmedabad,26-01-2012,28.1,16.1,22.2,26.9,16.1,21.9,7.8,42.5,0,14,359.2,1014,214.2
Ahmedabad,27-01-2012,29.1,13.5,21.4,28.1,13.5,21.2,8.2,44.7,0,13,14.8,1012.8,217.6
Ahmedabad,28-01-2012,27.1,14.1,21,26.3,14.1,20.8,4,36.7,0,18.4,334.6,1012.9,226
Ahmedabad,29-01-2012,27.1,11.4,20,26.5,11.4,19.9,6.6,43,0,23.8,48.5,1014,212.5
Ahmedabad,30-01-2012,29,15.1,20.8,27.4,15.1,20.6,8.4,47,0,18.4,52.3,1015.1,213.1
Ahmedabad,31-01-2012,29.1,12.1,21.1,27.5,12.1,20.8,5.2,38.6,0,16.9,41.7,1016.8,212.1
Ahmedabad,01-02-2012,29.2,13.1,20.6,27.5,13.1,20.3,3.2,36.7,0,20.5,58.7,1017.3,230.9
Ahmedabad,02-02-2012,29.1,13,21.7,27.7,13,21.4,4.8,34.3,0,24.1,78.7,1016.1,223.2
Ahmedabad,03-02-2012,33.1,13.4,23.1,31.6,13.4,22.7,7.2,37.5,0,12.2,83.3,1014.8,222.3
Ahmedabad,04-02-2012,30.1,19.1,23.7,29.2,19.1,23.5,12.5,50.9,0,19.4,304.4,1013.2,219.5
Ahmedabad,05-02-2012,29.1,19,23.3,27.8,19,23,10.3,47.7,0,16.2,340.6,1014,221.9
Ahmedabad,06-02-2012,29.1,14.1,22,27.7,14.1,21.6,6.6,39.5,0,14.8,325,1013.5,234
Ahmedabad,07-02-2012,26.4,10.6,20,26.4,10.6,20,2.9,36.2,0,22.7,326.7,1013.1,239.6
Ahmedabad,08-02-2012,27.1,7.4,17.1,25.9,4.9,17,-5.1,23.3,0,22.3,339.7,1014.9,256.7
Ahmedabad,09-02-2012,25.1,6.3,16.7,25.1,3.7,16.4,-4.2,26.2,0,18.4,35.2,1015.5,249.3
Ahmedabad,10-02-2012,27.1,8.9,18.5,26.7,6.5,18.3,-1.5,31.1,0,20.5,49.5,1014,245.1
Ahmedabad,11-02-2012,30.1,12.1,21.2,28.2,12.1,20.7,2.2,33.6,0,18.4,68.1,1012.3,245.3
Ahmedabad,12-02-2012,32.1,13.3,22.6,29.8,13.3,22.1,4.6,36,0,15.1,311.6,1010,238.6
Ahmedabad,13-02-2012,30.5,16.2,23.7,29.4,16.2,23.5,12.1,49.9,0,14,302.8,1011.8,220.7
Ahmedabad,14-02-2012,30.1,17.1,23.5,28.3,17.1,23,7.3,38.9,0,16.2,357.7,1012.9,231.8
Ahmedabad,15-02-2012,29.1,12.2,21.9,27.5,12.2,21.5,2.6,30.7,0,19.1,354.9,1011.8,244.3
Ahmedabad,16-02-2012,28.1,10.8,20.8,27,10.8,20.7,5.6,37.7,0,14.4,36.3,1012,245
Ahmedabad,17-02-2012,29.1,13.3,22.3,27.7,13.3,22,7,39.6,0,24.1,63,1013.1,239.6
Ahmedabad,18-02-2012,31.1,17.1,23.4,29.2,17.1,22.9,6.8,36.9,0,24.1,60.3,1013.7,239.7
Ahmedabad,19-02-2012,34.1,14.3,24.8,31.8,14.3,24,6.6,33.7,0,18.4,43.3,1013.3,243.9
Ahmedabad,20-02-2012,35.1,17.1,25.6,32.6,17.1,24.7,7.3,38.9,0,13,328,1011.8,253.6
Ahmedabad,21-02-2012,35.1,16.7,25.8,32.5,16.7,24.9,8.5,38.6,0,14.8,309.5,1010.3,256.4
Ahmedabad,22-02-2012,33.1,19.1,25.8,31.8,19.1,25.4,13.1,49.1,0,14.8,316.3,1010.2,260.4
Ahmedabad,23-02-2012,31.1,18.1,25.2,29.2,18.1,24.6,8.2,38.1,0,14.8,340.1,1010.7,259.7
Ahmedabad,24-02-2012,31.8,15,23.2,29.6,15,22.7,-0.4,24,0,18,347.6,1010.4,265
Ahmedabad,25-02-2012,32.1,13.1,23.2,29.8,13.1,22.5,-0.5,24.2,0,14.8,335.3,1009.6,266.6
Ahmedabad,26-02-2012,32.1,15.1,23.8,30.1,15.1,23.1,5.8,35.3,0,25.9,53.5,1009.6,269.2
Ahmedabad,27-02-2012,34.1,16.1,25.6,31.7,16.1,24.7,6.4,34.2,0,14.8,44.9,1008.9,269.6
Ahmedabad,28-02-2012,33.1,15.4,25.3,30.6,15.4,24.5,2.1,25.7,0,20.2,314.3,1007,271.6
Ahmedabad,29-02-2012,33.1,15.2,24.7,30.7,15.2,23.9,5.6,33.4,0,16.6,308.5,1006.8,271.5
Ahmedabad,01-03-2012,31.1,17.9,25.2,29.6,17.9,24.8,9.7,39.2,0,18.4,288.7,1007.9,274.3
Ahmedabad,02-03-2012,31.1,16.2,25.5,29.9,16.2,25.1,13.5,50.3,0,14.8,305.4,1008,256.3
Ahmedabad,03-03-2012,34.1,17.1,27.2,32.2,17.1,26.4,11.6,41.7,0,16.6,264.8,1008.2,250.2
Ahmedabad,04-03-2012,36.1,17.5,28.7,33.8,17.5,27.8,11.4,39.1,0,18.4,273.6,1009.2,265.7
Ahmedabad,05-03-2012,35.1,20.1,28,32.7,20.1,27.1,9.9,35.6,0,14.8,289.2,1008.8,274.6
Ahmedabad,06-03-2012,32.5,16.9,25.9,30.2,16.9,25.4,10.8,42.7,0,23.8,288.3,1008.4,254.8
Ahmedabad,07-03-2012,32.1,19.1,25.5,29.9,19.1,24.7,8.1,37.6,0,11.2,298.5,1007.6,271.4
Ahmedabad,08-03-2012,30.4,14.4,23.9,28.4,14.4,23.3,0.8,25.9,0,24.1,326,1008.3,273.4
Ahmedabad,09-03-2012,30.1,12.1,22.8,28.2,12.1,22.1,-1.6,22.7,0,22.3,46.6,1009.4,295.7
Ahmedabad,10-03-2012,31.1,11.3,23,29,11.3,22.4,-0.5,24.8,0,22.3,71.9,1009.5,291
Ahmedabad,11-03-2012,34.1,13.8,25.3,31.5,13.8,24.4,-0.3,22,0,18.4,71.9,1008.1,294
Ahmedabad,12-03-2012,33.8,19.1,25.9,31.3,19.1,25.1,4,25.7,0,20.9,316.4,1010.9,283.2
Ahmedabad,13-03-2012,34.8,16.5,25.2,32.2,16.5,24.3,4.9,32.6,0,22.3,355.2,1013.6,287.2
Ahmedabad,14-03-2012,36.2,15.9,25.8,33.3,15.9,24.7,-2.1,17.5,0,22.3,40.5,1016.6,290.8
Ahmedabad,15-03-2012,38,17.4,27.9,34.8,17.4,26.6,1.2,20.7,0,13.7,36.4,1011.4,289.7
Ahmedabad,16-03-2012,39.7,20.1,29.5,36.8,20.1,28.4,7.9,30.7,0,14.8,320.8,1010.9,290.2
Ahmedabad,17-03-2012,38.1,18.8,28.3,35.2,18.8,27,7.9,33.5,0,20.5,290.3,1010.2,296.5
Ahmedabad,18-03-2012,39.1,18.1,29.3,36.6,18.1,28.1,8.1,30.8,0,20.5,307.2,1011.1,302
Ahmedabad,19-03-2012,39.1,18.9,28.8,36.4,18.9,27.7,7.9,31.8,0,18.4,308.3,1010.9,301.2
Ahmedabad,20-03-2012,37.5,20.9,28.8,34.4,20.9,27.6,7.4,31.6,0,18,302.5,1011,257.8
Ahmedabad,21-03-2012,36.6,17.9,27.1,33.6,17.9,26,-5.6,12.6,0,12.2,347.4,1010.2,268.9
Ahmedabad,22-03-2012,37.9,14.1,26.6,34.6,14.1,25.4,-1.8,18.9,0,20.5,45.2,1010.7,299.2
Ahmedabad,23-03-2012,40.1,16.1,28.1,36.9,16.1,26.7,2.3,24,0,12.2,48.4,1011.5,301.9
Ahmedabad,24-03-2012,40.1,17.1,28.7,36.6,17.1,27.3,1.9,22.3,0,13,358.8,1011.5,309.2
Ahmedabad,25-03-2012,41.1,18.1,29.5,37.6,18.1,27.9,1.2,20.1,0,13,318.3,1010.8,315.3
Ahmedabad,26-03-2012,40.4,19.2,29.9,37.7,19.2,28.7,6.6,26.1,0,14.8,331.9,1010.1,297.4
Ahmedabad,27-03-2012,41.1,23.1,31.7,40.6,23.1,31.3,12.6,33.4,0,11.2,305,1010.7,268.1
Ahmedabad,28-03-2012,41.1,25.1,32.6,38.9,25.1,31.3,10.3,27.8,0,18.4,325,1012,281.6
Ahmedabad,29-03-2012,41.1,23.5,32.7,38.7,23.5,31.4,8.8,24.8,0,12.2,333.4,1011.2,292.3
Ahmedabad,30-03-2012,41.1,23.1,32.3,39.5,23.1,31.2,9.1,26,0,12.2,335.6,1009.4,289.9
Ahmedabad,31-03-2012,41.1,22.4,32.6,41.6,22.4,32.5,14,34.6,0,14.8,269,1009.7,288.6
Ahmedabad,01-04-2012,42.1,25.2,33.7,39.4,25.2,32.6,11.6,30.9,0,20.5,327.2,1009.8,294
Ahmedabad,02-04-2012,43.1,24.6,33.2,41.5,24.6,32.2,11.4,30.1,0,16.6,306.5,1009.8,286.4
Ahmedabad,03-04-2012,43.1,27.1,34.3,43.3,27.3,34.6,14.9,32.8,0,18.4,287,1010.9,293.5
Ahmedabad,04-04-2012,44.1,26.4,34.9,44.1,26.4,34.3,12.5,27.3,0,18.4,272,1009.6,285.8
Ahmedabad,05-04-2012,43.1,23.6,34.1,41.9,23.6,33.4,12.8,30.4,0,18.4,256.4,1008,307.2
Ahmedabad,06-04-2012,41.1,23.1,32.3,40.2,23.1,32.2,14.8,37.8,0,14.8,252.4,1007.2,304.3
Ahmedabad,07-04-2012,42.1,25.1,32.9,42.2,25.1,33.5,17.3,44.6,0,18.4,259.3,1007.2,286.5
Ahmedabad,08-04-2012,43.1,23.8,33.3,42.3,23.8,33,13.9,34.1,0,10.1,277.8,1007.2,298.9
Ahmedabad,09-04-2012,43.1,25.1,34.4,41.2,25.1,33.3,10.9,26.9,0,14.8,284.7,1006.9,247.8
Ahmedabad,10-04-2012,43.1,26.1,34.4,42.2,26.1,34,13.8,32.2,0,16.6,271.9,1007.3,281.3
Ahmedabad,11-04-2012,42.1,25.1,33.9,40.2,25.1,33.1,12.7,31.7,0,25.9,264.6,1006,237.5
Ahmedabad,12-04-2012,40.1,23,32.4,38.8,23,32.1,14.3,37.5,0,22.3,236.8,1005.8,284.1
Ahmedabad,13-04-2012,39.1,25.1,31.7,39.3,25.1,31.8,15.4,39.1,0,20.5,223.5,1006.5,236.6
Ahmedabad,14-04-2012,39.1,25.1,32.3,39.9,25.1,32.9,16.9,42.3,0,18.4,274.9,1008.7,246.8
Ahmedabad,15-04-2012,41.1,27.1,33.7,41.1,27.3,33.9,15.3,35.1,0,11.2,309.2,1008.9,265.3
Ahmedabad,16-04-2012,41.1,25.1,33.5,41.6,25.1,33.3,14,32.4,0,14.8,325.8,1007.8,277.7
Ahmedabad,17-04-2012,40.1,27.1,33.7,46,27.2,34.2,15.4,34.1,0,18.4,294.4,1006.4,247.5
Ahmedabad,18-04-2012,39.1,27.1,33.6,38.1,27.5,32.8,13.4,31.2,0,20.5,305.2,1006.5,251.3
Ahmedabad,19-04-2012,39.1,26.6,33.1,38.9,26.6,32.4,13.7,32.5,0,18.4,324.5,1007.7,201
Ahmedabad,20-04-2012,31.1,23.1,27.8,33.8,23.1,28.3,17.5,55.3,2,20.2,359,1011.5,271.7
Ahmedabad,21-04-2012,39.4,22.1,31.4,39.9,22.1,31.3,15.7,42.6,0,18.4,335.6,1010.1,318.5
Ahmedabad,22-04-2012,38.9,25.2,32.1,36.8,25.2,31.1,12.3,34.1,0,20.9,300.7,1007.4,324.6
Ahmedabad,23-04-2012,37.1,25.1,31.2,37.5,25.1,31.4,15.6,40.6,0,19.8,281.5,1006,312.9
Ahmedabad,24-04-2012,39.1,23.7,32.3,39.3,23.7,32.7,17.2,44.1,0,16.6,282.5,1006.4,316.8
Ahmedabad,25-04-2012,40.1,27.1,33.6,40.5,27.7,33.6,15,35,0,16.6,274.2,1007.2,306
Ahmedabad,26-04-2012,40.5,25.6,33.6,39.5,25.6,33.6,15.3,36.7,0,18.4,284.4,1007.3,311.2
Ahmedabad,27-04-2012,41.1,28.1,34.2,40.7,29,34.3,15,35.7,0,18.4,304.8,1007.3,317
Ahmedabad,28-04-2012,42.1,28.1,34.1,40,28.3,33.7,13.2,31.7,0,18.4,294.8,1005.4,318.4
Ahmedabad,29-04-2012,43.1,27.1,34.6,40.9,28,33.7,12.2,29.4,0,22.3,288,1004.1,321.3
Ahmedabad,30-04-2012,43.1,24.5,34.9,41.9,24.5,34.1,13.1,31.9,0,25.9,270.2,1002.9,323.2
Ahmedabad,01-05-2012,43.1,26.6,34.4,42.9,26.5,33.1,8.4,24.1,0,18.4,253.5,1004,322.5
Ahmedabad,02-05-2012,41.1,25.4,34,44.3,25.4,34.8,15.9,35.8,0,18.4,254.4,1006.1,310.9
Ahmedabad,03-05-2012,42.1,26.9,35.3,46.5,27.5,36.6,17.3,35.7,0,15.8,254.9,1004.6,310.5
Ahmedabad,04-05-2012,36.1,30.1,33.2,39.4,30.9,34.7,18.4,42.9,0,26.6,244.9,1003.1,309.8
Ahmedabad,05-05-2012,39.6,26.8,33,42.7,29.1,35.9,20.9,52.9,0,19.4,219.2,1004.8,310.8
Ahmedabad,06-05-2012,39.4,26.3,32.8,48.8,26.3,37.2,22.4,56.7,0,21.2,218.7,1007.3,308
Ahmedabad,07-05-2012,39.1,27.3,32.9,46,29.3,37.7,22.7,56.1,0,14.8,254,1006.8,302.7
Ahmedabad,08-05-2012,40.1,26.1,32.9,47.3,26.1,36.8,21.2,51.6,0,14.8,254.5,1007.2,254.2
Ahmedabad,09-05-2012,41.1,28.1,34,51.5,29.7,39.3,22.7,53.1,0,18.7,279.5,1007.4,299.1
Ahmedabad,10-05-2012,42.1,27.1,34.2,46.5,28.3,35.9,18.5,41.9,0,18.4,282.6,1008.1,299.4
Ahmedabad,11-05-2012,42.1,26.9,34.9,43.3,29.1,36.5,17.9,41.7,0,19.1,269.4,1007,322.5
Ahmedabad,12-05-2012,41.1,27.1,33.7,42.8,28.9,36.1,19.6,47.3,0,18.4,250,1005.1,327.6
Ahmedabad,13-05-2012,40.1,29.1,33.4,44.4,32.1,37.2,21.5,52.6,0,20.5,241.9,1006.3,281.8
Ahmedabad,14-05-2012,42.1,28,34.4,43.3,30.6,37.1,19.9,47.3,0,18.4,263.5,1006.3,298.7
Ahmedabad,15-05-2012,43.1,28.1,35.3,43.8,30.5,37,18.4,40.9,0,22.3,254.4,1007.2,308.2
Ahmedabad,16-05-2012,44.1,27.1,35.1,44.1,29.5,36,16.2,39.4,0,20.5,253.6,1005.3,328.4
Ahmedabad,17-05-2012,43.1,27.1,34.9,42.8,28.9,35.7,16.4,38.9,0,18.7,259.9,1005.1,325.5
Ahmedabad,18-05-2012,43.1,28.1,35.2,42.3,30.8,36.4,17.3,39.9,0,18.4,270.5,1006.7,330.8
Ahmedabad,19-05-2012,43.1,27,35.8,44.5,29.2,37.4,18.1,38.5,0,14.8,273.1,1006.8,324.1
Ahmedabad,20-05-2012,43.1,30.1,36.5,46.1,33.4,39.4,19.4,40.6,0,18.4,268.4,1005.6,321.1
Ahmedabad,21-05-2012,43.1,29.1,35.4,44.8,32.9,39.1,20.9,47,0,22.3,248.9,1005,326.2
Ahmedabad,22-05-2012,43.1,29.1,35.1,48.6,31.4,39.7,21.9,50,0,18.4,244.9,1005.4,311.5
Ahmedabad,23-05-2012,45.1,27.1,35.6,47.5,29.8,39.7,21.1,48.6,0,21.6,252,1005.2,321.3
Ahmedabad,24-05-2012,45.1,27.2,35.7,46.8,29.7,39.9,21.8,48.2,0,16.6,256.5,1004.4,309
Ahmedabad,25-05-2012,44.1,28,35.9,45.6,30.7,38.5,19.1,42.4,0,20.2,274.7,1004.1,329.9
Ahmedabad,26-05-2012,44.1,28.1,35.5,44.1,31.4,38.6,20,45.8,0,18.4,262.3,1004.8,329.9
Ahmedabad,27-05-2012,43.1,29.1,35.4,45.6,31.8,38.9,20.7,46.7,0,20.2,262.5,1004.6,292
Ahmedabad,28-05-2012,44.1,26.8,35.4,44.1,29.4,38.6,19.8,47,0,18.4,264.1,1004.5,308.8
Ahmedabad,29-05-2012,44.1,29.1,35.5,45.2,32.5,39.2,20.8,47.5,0,18.4,250.1,1004.9,317.1
Ahmedabad,30-05-2012,43.1,29.1,34.9,46.2,33.7,40.2,22.7,52.8,0,18.4,251.4,1004,325.5
Ahmedabad,31-05-2012,43.1,29.1,34.6,47.7,32.1,39.9,22.9,53.2,0,24.1,226.6,1002.7,324.3
Ahmedabad,01-06-2012,42.1,28.4,34,46.1,31.9,39.4,23.1,56,0,32.4,228.8,1002.3,329.7
Ahmedabad,02-06-2012,43.1,28.8,34.5,48.6,32.1,39.5,22.6,52.4,0,26.3,229.1,1003,316.1
Ahmedabad,03-06-2012,42.1,29.2,34.8,46.1,33,40,22.7,51.9,0,25.9,235,1001.3,320.3
Ahmedabad,04-06-2012,42.1,30.1,34.9,46.5,33.4,39.2,21.8,48.9,0,27.7,238.2,1002.3,320
Ahmedabad,05-06-2012,43.1,29.1,34.6,47.3,32.9,40,23,53.3,0,22.3,235.8,1000.9,313.4
Ahmedabad,06-06-2012,41.1,28.1,33.9,45.2,30.8,38.6,22.4,53.2,4,27,224.7,1000.6,234.1
Ahmedabad,07-06-2012,40.1,27.1,33,43.7,29.3,37.7,22.8,57.6,0.5,27.7,240.2,1002.1,291.1
Ahmedabad,08-06-2012,38.1,29.1,33.5,46,31.4,37.9,22.2,52.6,0.3,22.3,241.7,1003.9,291.3
Ahmedabad,09-06-2012,40.1,28.1,33.8,44,32,38.3,22.3,53,0.1,27.7,239.2,1004.4,269.5
Ahmedabad,10-06-2012,40.1,29.1,33.3,45,32.9,38.3,22.9,55.8,0,33.5,224.1,1003.3,304.8
Ahmedabad,11-06-2012,40.1,29.1,33.4,45,32.9,38.7,23.3,57.2,0,22.3,211.1,1001.3,311.8
Ahmedabad,12-06-2012,42.1,29.1,35.4,49.9,33,41.3,23.2,51.1,0,11.2,239.4,1001.2,248.7
Ahmedabad,13-06-2012,41.1,29.1,33.9,49.9,32.9,40,23.8,56.8,0.2,22.3,211.2,1002.3,198.5
Ahmedabad,14-06-2012,39.1,28.1,33.5,49.1,32.8,40.3,24.6,61.6,0,18.4,197.8,1003.5,135
Ahmedabad,15-06-2012,38.1,30.1,33.5,47.5,36.3,41.1,25.1,62.3,0,19.1,203.8,1003.3,206.6
Ahmedabad,16-06-2012,37.1,26.1,31.7,47.8,26.1,38.9,25.5,70.5,25,22.3,218.7,1001.8,188.8
Ahmedabad,17-06-2012,38.1,28.1,32.7,44.7,33.7,39.5,25,67.3,0.2,22.3,244.7,999.6,205.4
Ahmedabad,18-06-2012,42.1,29.1,34,47.3,34.7,40.3,23.9,58.3,0,24.8,246.3,1001,156.8
Ahmedabad,19-06-2012,41.1,30.1,34.4,47.3,35.2,40.1,23.3,54.4,0,27.7,256,1001.4,251.9
Ahmedabad,20-06-2012,40.1,27.8,34.2,46.1,31.7,39.9,23.4,55.1,0,25.9,259.6,1001.2,272
Ahmedabad,21-06-2012,40.1,29.1,34.1,46.1,32.9,39.2,22.8,53.6,0,26.3,254.2,1001.9,280.7
Ahmedabad,22-06-2012,39.1,28.1,32.6,43.7,32.1,37.4,23.1,59.3,5,25.9,231.7,1002.5,301
Ahmedabad,23-06-2012,39.1,28.1,32.6,46,32.1,38.3,23.9,62.2,0,29.2,221.6,1002,300.3
Ahmedabad,24-06-2012,40.1,30.1,33.9,47.3,34.3,40.5,24.1,58.1,0,20.5,228.3,999.7,290.4
Ahmedabad,25-06-2012,40.1,30.1,34.2,46,35.2,40.3,23.6,55.6,0,24.1,238.9,1001.9,297.7
Ahmedabad,26-06-2012,40.1,29.1,33.4,44,32.9,38.4,22.9,56.2,1,30.2,242.8,1003,304.4
Ahmedabad,27-06-2012,41.1,29.1,33.6,47.3,32.9,38.9,23.3,57,0,27.4,234,1002.6,304.2
Ahmedabad,28-06-2012,40.1,29.1,33.8,46.1,32.9,39.7,23.6,57,0,15.5,235.7,1002.8,304.9
Ahmedabad,29-06-2012,40.1,30.1,34.5,47.3,34.3,40.4,23.4,54.1,0,22.3,243.9,1002.7,280.4
Ahmedabad,30-06-2012,40.1,29.7,34.6,47.3,33.4,41,23.6,54.4,0,20.5,230.4,1000.8,298
Ahmedabad,01-07-2012,40.1,30.5,34.4,48.8,34.2,41.5,24.4,57.3,0.1,18.7,233.7,999.5,224.9
Ahmedabad,02-07-2012,36.1,28.6,33.3,46.4,33,40.6,24.8,62.1,0.1,18.4,262.9,999,171.9
Ahmedabad,03-07-2012,40.1,28,34.1,48.8,32.7,41.3,24.5,58.7,1.5,25.9,258.2,995.6,162.2
Ahmedabad,04-07-2012,32.1,25.1,28.9,39.3,25.1,33.9,25.3,81.3,33,19.4,205.3,996.7,146.2
Ahmedabad,05-07-2012,35.1,29.1,31.3,45.1,36.2,40.1,26.6,76.8,0.3,18.4,204.2,999.6,157.2
Ahmedabad,06-07-2012,36.1,27.3,31.2,46.4,31.2,38.9,25.8,73.6,0.8,21.2,225.6,1000.3,142.9
Ahmedabad,07-07-2012,36.1,28.1,31.3,45.5,33.7,38.7,25.6,72.7,6,30.2,233.4,998.9,176.4
Ahmedabad,08-07-2012,38.1,27.9,32.6,46.4,32.7,40.1,25.2,66.3,0.1,22,232.1,1000.1,194.9
Ahmedabad,09-07-2012,39.1,29.1,33.6,47.5,34.7,41.4,25.2,62.7,0,19.8,238.7,1000,208.6
Ahmedabad,10-07-2012,31.1,27.1,28.6,39.3,30.2,34.1,25.6,84.3,15.6,29.2,240.1,1000.7,147
Ahmedabad,11-07-2012,36,27.1,30,42.5,30.8,36.6,26,81.1,7,21.2,227.7,1001.4,245.6
Ahmedabad,12-07-2012,36.7,27.1,30.8,46.9,30.8,38.5,26.2,77.7,0.2,20.5,226.8,1002.9,251.8
Ahmedabad,13-07-2012,35.1,27.1,30.6,45.1,31.4,38.2,26.2,78.4,0.5,23.4,225.6,1003.4,139.9
Ahmedabad,14-07-2012,36.1,28.1,31.5,44.8,32.1,37.9,24.9,69.1,0,20.2,236.9,1002.5,288.3
Ahmedabad,15-07-2012,35.1,28.1,31.2,44,32.1,38,25,70.2,0.1,22,225.6,1002.6,290.6
Ahmedabad,16-07-2012,36.4,27,31.7,46.9,30.1,39.3,25.5,70.5,0.6,19.8,236,1003.9,288.5
Ahmedabad,17-07-2012,36.3,29.1,31.8,46.9,34.7,38.7,25,68.3,0.4,18.4,247.9,1004.9,224.5
Ahmedabad,18-07-2012,36.1,28.1,31.4,46.9,33.7,39.5,26.2,75,0,18.4,235.5,1002.9,237
Ahmedabad,19-07-2012,38,28,32.6,44.8,32,38.2,23.8,61.4,0,26.3,243.8,1000.8,280.6
Ahmedabad,20-07-2012,37.1,27.5,32,48.3,31.4,39.5,25.4,69.1,0,23,220,1000.5,202.6
Ahmedabad,21-07-2012,38.1,29.1,32.9,47.5,34.7,40.3,25.1,65,0,18.4,231.3,1001.8,225.6
Ahmedabad,22-07-2012,36.1,27.9,32.3,44.8,31.9,39.7,25.1,66.6,0,23,250.8,1001.9,126
Ahmedabad,23-07-2012,33.1,27.8,30.8,40.8,31.5,36.9,24.7,70.7,0,24.8,248.2,1000.2,216.8
Ahmedabad,24-07-2012,36.1,28,31.6,43.7,32.1,37.1,23.8,64.2,0.2,24.8,230.8,999.2,146.6
Ahmedabad,25-07-2012,38.1,29.1,32.8,46,32.9,38.5,23.8,60.1,0,26.3,242.8,1000.4,229.4
Ahmedabad,26-07-2012,37.1,28.1,32.6,43.4,31.9,37.5,23,58,0,25.6,252.4,1000.9,142.7
Ahmedabad,27-07-2012,37.1,29.1,32.7,43.4,32.9,38.2,23.5,59.4,0,22.3,250.1,999.9,179.9
Ahmedabad,28-07-2012,33.4,29.1,31.1,39.4,32.9,36,23.5,64.3,0,25.2,249.7,1000.8,166.9
Ahmedabad,29-07-2012,32.1,29.1,30.6,36.9,32.9,35,23.2,64.8,0,18.4,252.4,1002.5,209.8
Ahmedabad,30-07-2012,33.1,28.1,30.4,38.2,31.4,34.8,23.3,66.1,0.2,14.8,243.7,1002.6,130.1
Ahmedabad,31-07-2012,35.5,26.1,28.8,39.8,26.1,33,24.3,78.1,10,22.7,245.4,1002.2,206.9
Ahmedabad,01-08-2012,34.1,26.8,30.4,42.3,29.6,35.9,24.7,72.6,0.2,14.8,243.7,1002.9,222.3
Ahmedabad,02-08-2012,36.1,27.3,31.4,43.3,30.4,36.2,23.5,64.3,0,29.2,249,1003.6,225.9
Ahmedabad,03-08-2012,35.1,28.1,31.2,40.8,31.4,35.4,22.9,61.9,0,27.7,244.1,1001,192.7
